ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co_applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
33082,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,7500,EQUI,662,EXP,35-44,to_inst,,North,direct,1,
33101,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5880,EQUI,552,EXP,45-54,to_inst,,south,direct,1,
33152,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,10200,EQUI,755,EXP,35-44,not_inst,,south,direct,1,
33161,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,35340,EQUI,581,EXP,65-74,not_inst,,North,direct,1,
33172,2019,cf,Male,nopre,type2,p4,l2,nopc,b/c,476500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,663,EXP,35-44,not_inst,,North,direct,1,
33209,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2760,EQUI,689,EXP,65-74,to_inst,,south,direct,1,
33304,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10500,EQUI,886,EXP,45-54,to_inst,,North,direct,1,
33329,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160,EQUI,675,EXP,55-64,to_inst,,North,direct,1,
33399,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,2580,EQUI,896,EXP,>74,to_inst,,central,direct,1,
33415,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460,EQUI,826,EXP,>74,to_inst,,North,direct,1,
33469,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,176500,,,,180,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,4680,EQUI,766,EXP,45-54,to_inst,,south,direct,1,
33497,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,4560,EQUI,676,EXP,25-34,not_inst,,North,direct,1,
33562,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,456500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,561,EXP,25-34,to_inst,,North,direct,1,
33597,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520,EQUI,619,EXP,35-44,to_inst,,North,direct,1,
33714,2019,,Male,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3300,EQUI,613,EXP,55-64,to_inst,,North,direct,1,
33881,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9060,EQUI,536,EXP,65-74,to_inst,,North,direct,1,
33887,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,216500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3540,EQUI,637,EXP,55-64,to_inst,,central,direct,1,
33895,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4020,EQUI,615,EXP,45-54,not_inst,,North,direct,1,
33920,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6600,EQUI,697,EXP,25-34,not_inst,,south,direct,1,
33934,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5040,EQUI,857,EXP,35-44,to_inst,,south,direct,1,
33965,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,316500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,2U,8760,EQUI,554,EXP,55-64,not_inst,,North,direct,1,
33987,2019,,Male,nopre,type1,p3,l1,nopc,nob/c,126500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5280,EQUI,608,EXP,25-34,to_inst,,North,direct,1,
34028,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,186500,,,,336,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3720,EQUI,674,EXP,55-64,to_inst,,North,direct,1,
34069,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,580,EXP,45-54,to_inst,,North,direct,1,
34085,2019,ncf,Male,pre,type1,p1,l1,nopc,nob/c,56500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,514,EXP,25-34,to_inst,,south,direct,1,
34098,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4680,EQUI,803,EXP,>74,not_inst,,south,direct,1,
34172,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,206500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3180,EQUI,672,EXP,45-54,to_inst,,North,direct,1,
34211,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,2220,EQUI,637,EXP,45-54,not_inst,,North,direct,1,
34220,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3900,EQUI,592,EXP,45-54,to_inst,,central,direct,1,
34260,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,10260,EQUI,585,EXP,65-74,not_inst,,North,direct,1,
34284,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6300,EQUI,643,EXP,55-64,to_inst,,North,direct,1,
34321,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8040,EQUI,608,EXP,35-44,not_inst,,south,direct,1,
34343,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,346500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,12300,EQUI,746,EXP,45-54,not_inst,,south,direct,1,
34378,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,376500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4140,EQUI,549,EXP,65-74,to_inst,,central,direct,1,
34505,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,673,EXP,55-64,to_inst,,North,direct,1,
34525,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,sr,home,1U,19680,EQUI,652,EXP,55-64,to_inst,,North,direct,1,
34528,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4320,EQUI,775,EXP,25-34,to_inst,,North,direct,1,
34556,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,5760,EQUI,871,EXP,35-44,to_inst,,south,direct,1,
34565,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,286500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7560,EQUI,508,EXP,65-74,to_inst,,central,direct,1,
34575,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,765,EXP,25-34,not_inst,,North,direct,1,
34649,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,4500,EQUI,819,EXP,35-44,to_inst,,central,direct,1,
34653,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5400,EQUI,576,EXP,>74,not_inst,,North,direct,1,
34655,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,146500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2460,EQUI,637,EXP,<25,to_inst,,south,direct,1,
34663,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,466500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9540,EQUI,753,EXP,55-64,to_inst,,North,direct,1,
34674,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,3060,EQUI,823,EXP,65-74,to_inst,,central,direct,1,
34682,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,846500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13560,EQUI,854,EXP,45-54,not_inst,,North,direct,1,
34772,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,156500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3300,EQUI,661,EXP,25-34,to_inst,,North,direct,1,
34798,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,76500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1980,EQUI,694,EXP,65-74,to_inst,,North,direct,1,
34816,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4080,EQUI,674,EXP,55-64,to_inst,,North,direct,1,
34883,2019,cf,Male,,type1,p1,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5580,EQUI,823,EXP,35-44,to_inst,,North,direct,1,
34906,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,2160,EQUI,527,EXP,>74,to_inst,,North,direct,1,
34907,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,776500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,23340,EQUI,534,EXP,55-64,not_inst,,North,direct,1,
34924,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,1006500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,17400,EQUI,745,EXP,35-44,to_inst,,central,direct,1,
35001,2019,cf,Male,nopre,type2,p4,l2,nopc,b/c,216500,,,,240,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,8340,EQUI,581,EXP,35-44,to_inst,,central,direct,1,
35019,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240,EQUI,838,EXP,<25,not_inst,,south,direct,1,
35058,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,4620,EQUI,672,EXP,45-54,to_inst,,North,direct,1,
35071,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,426500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,718,EXP,65-74,to_inst,,North,direct,1,
35075,2019,ncf,Male,pre,type3,p4,l1,nopc,nob/c,136500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2040,EQUI,586,EXP,>74,to_inst,,North,direct,1,
35090,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2820,EQUI,716,EXP,<25,not_inst,,North,direct,1,
35101,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,86500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2160,EQUI,701,EXP,45-54,not_inst,,central,direct,1,
35111,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,5880,EQUI,657,EXP,45-54,not_inst,,south,direct,1,
35119,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,9780,EQUI,636,EXP,35-44,not_inst,,south,direct,1,
35136,2019,ncf,Male,pre,type2,p1,l1,nopc,b/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3960,EQUI,691,EXP,55-64,to_inst,,North,direct,1,
35137,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,96500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2280,EQUI,624,EXP,45-54,to_inst,,North,direct,1,
35138,2019,cf,Male,nopre,type3,p3,l2,nopc,nob/c,266500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,4620,EQUI,832,EXP,65-74,to_inst,,North,direct,1,
35161,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,859,EXP,45-54,not_inst,,North,direct,1,
35317,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,876500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,11940,EQUI,522,EXP,55-64,not_inst,,North,direct,1,
35352,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,686500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6480,EQUI,727,EXP,45-54,to_inst,,North,direct,1,
35399,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5940,EQUI,581,EXP,45-54,to_inst,,central,direct,1,
35425,2019,cf,Male,,type2,p4,l1,nopc,b/c,356500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4260,EQUI,864,EXP,>74,to_inst,,North,direct,1,
35444,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,586500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8640,EQUI,878,EXP,45-54,not_inst,,central,direct,1,
35451,2019,ncf,Male,,type1,p4,l1,nopc,nob/c,956500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,23460,EQUI,746,EXP,45-54,to_inst,,south,direct,1,
35459,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,566500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10080,EQUI,834,EXP,35-44,to_inst,,North,direct,1,
35472,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520,EQUI,715,EXP,25-34,to_inst,,central,direct,1,
35519,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8640,EQUI,500,EXP,55-64,not_inst,,North-East,direct,1,
35560,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,176500,,,,300,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,4500,EQUI,573,EXP,35-44,to_inst,,south,direct,1,
35610,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120,EQUI,502,EXP,65-74,to_inst,,North,direct,1,
35657,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,106500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3480,EQUI,592,EXP,55-64,to_inst,,North,direct,1,
35663,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10440,EQUI,804,EXP,25-34,not_inst,,North,direct,1,
35694,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5580,EQUI,560,EXP,45-54,to_inst,,North,direct,1,
35698,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,2340,EQUI,511,EXP,25-34,not_inst,,North,direct,1,
35734,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4560,EQUI,561,EXP,>74,to_inst,,central,direct,1,
35741,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,396500,,,,180,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,7560,EQUI,644,EXP,55-64,not_inst,,North,direct,1,
35746,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,406500,,,,300,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,6120,EQUI,888,EXP,35-44,to_inst,,North,direct,1,
35789,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8400,EQUI,848,EXP,55-64,to_inst,,North,direct,1,
35798,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9420,EQUI,500,EXP,35-44,to_inst,,North,direct,1,
35819,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,736500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,29580,EQUI,752,EXP,45-54,not_inst,,central,direct,1,
35845,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,11700,EQUI,550,EXP,55-64,to_inst,,North,direct,1,
35849,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,,,,240,not_neg,not_int,lpsm,,sb,pr,home,1U,5460,EQUI,737,EXP,55-64,to_inst,,North,direct,1,
35851,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,11700,EQUI,760,EXP,35-44,not_inst,,south,direct,1,
35929,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3840,EQUI,609,EXP,55-64,to_inst,,North,direct,1,
35964,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5340,EQUI,556,EXP,25-34,not_inst,,North,direct,1,
35997,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,216500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6000,EQUI,639,EXP,45-54,to_inst,,North,direct,1,
36041,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7020,EQUI,743,EXP,55-64,to_inst,,North,direct,1,
36090,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,76500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2040,EQUI,733,EXP,>74,to_inst,,North,direct,1,
36094,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,6120,EQUI,758,EXP,35-44,not_inst,,North,direct,1,
36102,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,5580,EQUI,847,EXP,25-34,not_inst,,North,direct,1,
36142,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,296500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,580,EXP,35-44,not_inst,,North,direct,1,
36144,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,526500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5220,EQUI,776,EXP,45-54,not_inst,,south,direct,1,
36156,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,116500,,,,144,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4560,EQUI,880,EXP,55-64,to_inst,,south,direct,1,
36180,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460,EQUI,833,EXP,45-54,to_inst,,south,direct,1,
36204,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3300,EQUI,552,EXP,>74,to_inst,,North,direct,1,
36247,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,18240,EQUI,707,EXP,65-74,not_inst,,south,direct,1,
36253,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2340,EQUI,755,EXP,65-74,to_inst,,south,direct,1,
36262,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,516500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7140,EQUI,840,EXP,45-54,not_inst,,south,direct,1,
36392,2019,ncf,Male,pre,type1,p1,l1,nopc,nob/c,206500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5340,EQUI,669,EXP,35-44,to_inst,,North,direct,1,
36420,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3420,EQUI,686,EXP,65-74,to_inst,,North,direct,1,
36424,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3660,EQUI,833,EXP,65-74,not_inst,,North,direct,1,
36426,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,306500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5220,EQUI,543,EXP,25-34,to_inst,,south,direct,1,
36513,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,306500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7200,EQUI,508,EXP,35-44,to_inst,,North,direct,1,
36531,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,3720,EQUI,642,EXP,45-54,to_inst,,south,direct,1,
36555,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5700,EQUI,704,EXP,35-44,not_inst,,south,direct,1,
36583,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,706,EXP,>74,to_inst,,North,direct,1,
36602,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520,EQUI,667,EXP,<25,to_inst,,North,direct,1,
36609,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,734,EXP,35-44,not_inst,,south,direct,1,
36615,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,4620,EQUI,668,EXP,45-54,to_inst,,North,direct,1,
36635,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6240,EQUI,667,EXP,35-44,to_inst,,North,direct,1,
36708,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7500,EQUI,796,EXP,35-44,not_inst,,North,direct,1,
36768,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4320,EQUI,771,EXP,25-34,to_inst,,North,direct,1,
36776,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,3540,EQUI,657,EXP,>74,to_inst,,North,direct,1,
36796,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,1276500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,23100,EQUI,776,EXP,>74,to_inst,,North,direct,1,
36826,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360,neg_amm,not_int,not_lpsm,,sb,sr,home,1U,12420,EQUI,579,EXP,45-54,to_inst,,North,direct,1,
36904,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1860,EQUI,599,EXP,65-74,to_inst,,central,direct,1,
36984,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,546500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,7620,EQUI,789,EXP,<25,not_inst,,North,direct,1,
37022,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,,,,360,not_neg,not_int,not_lpsm,,sb,sr,home,1U,8280,EQUI,787,EXP,45-54,not_inst,,south,direct,1,
37118,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3000,EQUI,668,EXP,25-34,not_inst,,North,direct,1,
37161,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,396500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,2U,3780,EQUI,605,EXP,25-34,not_inst,,North,direct,1,
37164,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6780,EQUI,874,EXP,55-64,not_inst,,south,direct,1,
37237,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,286500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5580,EQUI,637,EXP,45-54,to_inst,,North,direct,1,
37242,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2580,EQUI,630,EXP,>74,to_inst,,North,direct,1,
37261,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7140,EQUI,825,EXP,45-54,to_inst,,North,direct,1,
37346,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2280,EQUI,656,EXP,<25,to_inst,,North,direct,1,
37376,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,126500,,,,360,not_neg,not_int,lpsm,,sb,ir,home,1U,5700,EQUI,726,EXP,25-34,not_inst,,North,direct,1,
37388,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,396500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5520,EQUI,552,EXP,45-54,not_inst,,North,direct,1,
37398,2019,ncf,Male,nopre,type1,,l1,nopc,nob/c,846500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,34260,EQUI,571,EXP,35-44,not_inst,,North,direct,1,
37417,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3900,EQUI,664,EXP,35-44,to_inst,,North,direct,1,
